match_id,round,date,team,opponent,is_home,team_score,opponent_score,formation,possession_pct,goals,xg,shots,shots_on_target,passes,passes_completed,pass_completion_pct,completed_line_breaks,defensive_line_breaks,receptions_final_third,crosses,ball_progressions,def_pressures,def_pressures_direct,forced_turnovers,second_balls,total_distance_km,zone4_low_speed_sprint_km,phase_build_up_unopposed_pct,phase_build_up_opposed_pct,phase_progression_pct,phase_final_third_pct,phase_long_ball_pct,phase_attacking_transition_pct,phase_counter_attack_pct,phase_set_piece_pct,phase_high_press_pct,phase_mid_press_pct,phase_low_press_pct,phase_high_block_pct,phase_mid_block_pct,phase_low_block_pct,phase_recovery_pct,phase_defensive_transition_pct,phase_counter_press_pct,avg_pressure_duration_s,ball_recovery_time_s,pushing_on_into_pressing,pushing_on,pressing_direction_inside,pressing_direction_outside,ip_build_up_low_team_width_m,ip_build_up_low_team_length_m,ip_build_up_low_line_height_m,ip_build_up_mid_team_width_m,ip_build_up_mid_team_length_m,ip_build_up_mid_line_height_m,ip_final_third_phase_team_width_m,ip_final_third_phase_team_length_m,ip_final_third_phase_line_height_m,oop_high_block_press_team_width_m,oop_high_block_press_team_length_m,oop_high_block_press_line_height_m,oop_mid_block_team_width_m,oop_mid_block_team_length_m,oop_mid_block_line_height_m,oop_low_block_team_width_m,oop_low_block_team_length_m,oop_low_block_line_height_m,lb_4u_attempted,lb_3u_attempted,lb_2u_attempted,lb_4u_inside_shape,lb_3u_inside_shape,lb_2u_inside_shape,lb_4u_outside_shape,lb_3u_outside_shape,lb_2u_outside_shape,offers_made_total,offers_received_total,offers_made_final_third,offers_made_middle_third,offers_made_defensive_third,offers_made_inside_shape,offers_made_outside_shape,possession_regained_total,interceptions_total,tackles_total,possession_actions_per_defensive_action,blocks_total,possession_contests_total,total_set_plays,corner_direct_to_area_left,corner_direct_to_area_right,corner_direct_to_area_total,corner_short_left,corner_short_right,corner_short_total,corner_edge_box_left,corner_edge_box_right,corner_edge_box_total,corner_inswing,corner_outswing,corner_driven,corner_lofted,freekick_direct,freekick_direct_on_target,freekick_direct_off_target,freekick_indirect,total_free_kicks,total_penalties,total_corners,total_throw_ins,movement_final_third_phase_total,movement_progression_phase_total,movement_build_up_phase_total,movement_all_types_total,movement_final_third_in_front,movement_final_third_in_between,movement_final_third_out_to_in,movement_final_third_in_to_out,movement_final_third_in_behind,movement_middle_third_in_front,movement_middle_third_in_between,movement_middle_third_out_to_in,movement_middle_third_in_to_out,movement_middle_third_in_behind,movement_defensive_third_in_front,movement_defensive_third_in_between,movement_defensive_third_out_to_in,movement_defensive_third_in_to_out,movement_defensive_third_in_behind
58,Group F,25 June 2026,Tunisia,Netherlands,True,1,3,5-4-1,27.5,1,0.76,10,4,265,208,78,56,4,54,13,15,346,51,34,40,111.1,5.1,22,12,14,13,7,19,3,9,1,2,1,1,19,55,2,8,6,1.48,29.82,147,249,43,244,53,38,17,57,31,39,45,34,58,37,36,48,37,24,37,36,18,20,12,52,23,8,32,15,4,20,8,318,90,103,152,63,151,167,43,11,36,1.94,17,25,27,0,3,3,0,1,1,0,0,0,0,3,0,0,10,0,0,1,11,0,4,12,61,75,83,228,6,13,1,2,70,26,33,2,6,40,17,8,2,1,1
58,Group F,25 June 2026,Netherlands,Tunisia,False,3,1,4-1-2-3,72.4,3,1.79,20,7,668,619,93,115,16,233,27,25,173,32,34,61,106.8,5.3,51,15,17,22,0,8,1,4,10,5,1,6,11,14,9,19,12,1.75,12.56,71,144,35,84,46,39,21,52,28,50,44,28,63,39,35,50,40,24,38,34,22,15,1,40,108,1,16,49,0,24,59,391,129,243,128,20,229,162,34,10,18,9.05,19,24,33,3,2,5,0,0,0,1,0,1,2,3,0,0,11,0,0,2,13,0,6,14,118,108,162,295,30,71,7,10,93,47,20,1,2,7,7,0,0,0,0
59,Group D,25 June 2026,Türkiye,USA,True,3,2,3-4-3,42.5,3,1.71,8,2,456,353,77,88,13,106,11,24,219,56,50,75,115.0,5.8,22,12,22,19,5,22,3,8,5,5,1,7,21,21,4,14,8,1.51,12.2,86,193,43,109,54,36,21,52,31,43,40,32,59,40,35,50,38,24,38,35,22,20,7,85,56,2,43,34,5,42,22,275,98,128,101,46,159,116,40,8,51,3.49,22,38,48,1,0,1,0,0,0,0,1,1,1,0,0,0,13,0,0,5,18,0,2,28,66,74,97,227,20,17,1,5,74,37,19,8,8,5,17,14,1,1,0
59,Group D,25 June 2026,USA,Türkiye,False,2,3,4-1-2-3,57.5,2,1.78,18,7,495,424,86,91,14,111,20,19,267,50,47,61,127.6,7.7,36,13,19,14,3,14,1,9,9,5,0,5,14,17,9,22,16,1.72,14.66,117,203,44,154,51,38,17,52,30,42,42,33,59,37,36,50,37,26,39,33,25,17,6,83,40,4,48,23,2,35,17,389,145,154,180,55,225,164,48,14,26,3.94,26,38,55,2,4,6,1,2,3,0,0,0,2,4,0,0,13,0,0,2,15,0,9,31,67,105,170,309,14,22,3,2,85,65,48,2,8,23,27,9,0,1,0
60,Group D,25 June 2026,Paraguay,Australia,True,0,0,5-3-2,42.2,0,0.29,7,2,418,345,83,49,3,62,7,18,284,62,51,64,113.1,5.5,47,9,12,7,5,17,2,6,5,3,0,3,21,21,6,17,13,1.37,12.42,125,265,43,180,53,38,24,60,34,43,50,33,58,40,36,46,40,28,37,36,26,20,2,70,32,1,54,23,1,16,9,233,81,92,111,30,112,121,49,8,48,2.82,25,63,33,0,1,1,0,0,0,0,0,0,0,1,0,0,6,0,0,0,6,0,1,26,26,46,111,158,19,15,1,2,42,45,9,0,3,14,4,2,1,1,0
60,Group D,25 June 2026,Australia,Paraguay,False,0,0,3-4-3,57.8,0,0.7,12,5,526,446,85,86,4,109,13,30,210,33,43,93,116.4,5.6,34,11,18,13,5,17,1,7,4,2,0,1,23,33,4,17,12,1.46,13.1,97,199,33,119,53,38,21,52,34,39,41,36,55,40,33,45,40,24,37,40,20,21,2,97,31,2,49,18,0,48,13,307,114,109,155,43,154,153,58,9,26,5.49,12,59,40,0,3,3,0,0,0,0,0,0,2,0,0,1,9,0,0,0,9,0,3,28,38,71,104,214,7,28,7,6,41,41,31,6,11,15,19,2,0,0,0
61,Group I,26 June 2026,Norway,France,True,1,4,4-1-2-3,41.0,1,1.45,10,5,449,367,82,75,4,96,9,24,297,43,38,64,113.5,6.0,37,13,14,14,5,13,1,6,4,3,0,6,17,36,5,14,9,1.7,17.9,158,268,53,177,52,38,18,55,30,42,40,36,56,41,36,51,39,24,38,34,21,17,5,66,43,5,39,35,0,27,8,366,119,139,181,46,203,163,36,10,27,4.3,17,34,40,4,0,4,0,0,0,0,0,0,4,0,0,0,10,0,0,2,12,1,4,23,66,80,167,292,14,33,4,2,63,66,52,6,5,17,21,8,0,1,0
61,Group I,26 June 2026,France,Norway,False,4,1,4-2-3-1,59.0,4,1.05,18,9,549,492,90,98,21,184,16,28,234,45,43,68,109.1,5.6,34,19,14,26,1,14,3,5,7,3,1,7,29,13,2,13,11,1.46,12.7,97,177,45,128,58,38,18,58,30,46,45,30,60,42,37,50,40,28,36,37,29,17,8,57,65,7,27,30,1,30,35,307,111,169,106,32,179,128,45,6,38,4.87,33,34,27,1,2,3,2,0,2,0,0,0,3,0,0,0,9,0,0,1,10,0,5,12,115,70,135,251,40,24,6,3,79,47,20,3,2,10,6,6,0,4,1
62,Group I,26 June 2026,Senegal,Iraq,True,5,0,4-1-2-3,58.6,5,2.7,27,11,585,523,89,107,17,240,29,40,162,23,38,71,111.9,6.1,37,11,18,31,1,12,1,7,9,6,1,6,14,7,4,20,16,1.83,9.02,72,157,31,93,54,41,21,56,30,48,47,29,62,37,36,49,38,28,40,34,21,15,4,35,93,3,15,38,1,20,55,364,130,228,99,37,211,153,48,7,22,7.18,13,45,49,2,6,8,2,2,4,0,0,0,1,6,0,1,11,1,0,0,11,0,12,26,128,88,134,277,34,44,4,6,108,37,15,1,3,6,11,7,1,0,0
62,Group I,26 June 2026,Iraq,Senegal,False,0,5,4-4-2,41.4,0,0.21,6,1,280,200,71,52,4,41,5,17,259,48,43,53,104.7,5.4,20,14,11,8,10,20,1,12,1,2,1,2,16,41,4,12,10,1.56,18.07,118,231,34,164,54,38,19,53,36,36,40,39,52,38,37,47,37,22,35,33,15,17,7,55,35,4,39,26,3,16,9,163,60,57,73,33,95,68,53,5,36,1.67,29,46,30,1,1,2,1,0,1,0,0,0,1,0,1,0,10,0,0,1,11,0,3,16,26,39,63,127,6,12,1,1,30,15,14,3,6,18,12,4,2,2,1
63,Group G,26 June 2026,Egypt,IR Iran,True,1,1,4-2-3-1,53.7,1,0.92,15,3,588,525,89,97,15,123,16,30,169,30,52,76,117.2,5.9,44,13,16,13,2,13,1,6,4,3,0,4,23,15,5,18,12,1.57,12.21,64,137,24,99,59,40,22,59,33,42,48,36,56,42,36,48,42,25,39,40,22,22,6,85,42,2,38,23,4,47,19,387,168,154,194,39,213,174,45,5,34,5.26,10,65,41,3,4,7,0,0,0,0,1,1,3,2,0,1,16,0,0,3,19,0,8,14,51,106,180,282,19,31,2,6,78,87,23,6,10,2,16,1,0,1,0
63,Group G,26 June 2026,IR Iran,Egypt,False,1,1,5-4-1,46.3,1,2.24,13,3,359,280,78,73,5,87,11,21,278,45,43,78,118.8,6.5,39,10,15,8,7,18,2,6,2,5,1,2,26,30,5,13,9,1.65,16.49,139,305,40,150,55,37,19,59,33,41,38,36,58,44,37,46,44,26,36,41,21,20,5,85,34,4,63,23,1,22,11,236,70,100,104,32,108,128,53,10,42,2.67,16,67,28,1,1,2,0,0,0,0,0,0,1,1,0,0,10,0,0,0,10,1,2,15,18,33,79,153,10,12,1,5,55,28,14,2,4,15,5,1,0,1,0
64,Group G,26 June 2026,New Zealand,Belgium,True,1,5,4-2-3-1,40.5,1,0.3,6,2,450,379,84,82,5,77,13,17,321,51,32,50,117.6,6.9,34,16,20,12,3,13,1,5,5,4,1,4,16,26,7,13,8,1.75,19.02,122,264,37,204,54,40,21,58,32,40,47,33,57,39,37,47,38,28,37,32,28,16,9,79,36,7,43,22,2,36,14,313,114,99,176,38,167,146,39,8,28,2.81,26,29,29,4,1,5,0,0,0,0,0,0,5,0,0,0,6,0,0,1,7,0,5,17,52,79,132,229,10,20,2,0,59,45,43,12,4,17,11,5,0,0,1
64,Group G,26 June 2026,Belgium,New Zealand,False,5,1,4-2-3-1,59.5,5,3.99,35,10,530,475,90,118,18,203,25,38,249,32,44,82,119.8,6.9,27,17,18,24,4,13,2,7,4,5,0,3,29,14,3,13,8,1.4,16.28,127,258,32,153,53,39,20,52,34,42,39,34,58,38,36,48,38,24,38,35,20,18,9,82,62,5,44,23,4,38,39,445,156,237,158,50,240,205,45,10,23,5.67,25,26,34,4,0,4,1,3,4,0,0,0,2,1,0,0,10,0,1,1,11,0,8,15,155,124,153,370,36,42,4,9,113,63,30,5,11,26,22,4,0,3,2
65,Group H,26 June 2026,Cabo Verde,Saudi Arabia,True,0,0,4-1-2-3,48.0,0,1.37,15,2,465,402,86,113,12,133,21,36,206,34,53,83,115.5,6.2,27,13,21,15,3,17,2,5,4,3,0,4,26,18,3,17,10,1.49,12.18,78,157,25,126,56,39,19,54,34,41,42,36,55,37,37,47,38,29,38,36,25,19,13,101,29,9,40,15,4,61,14,373,120,151,160,62,194,179,66,10,28,4.48,18,51,41,3,1,4,0,0,0,0,0,0,1,1,0,1,16,0,0,0,16,0,4,21,72,90,127,252,11,22,2,7,82,35,38,2,6,24,13,7,1,0,2
65,Group H,26 June 2026,Saudi Arabia,Cabo Verde,False,0,0,4-4-2,52.1,0,0.35,7,3,455,370,81,76,11,95,12,21,304,66,42,67,113.9,7.3,37,11,17,11,3,17,1,6,8,3,0,7,20,16,7,17,13,1.67,13.5,156,279,50,171,54,40,19,54,34,40,43,36,54,39,39,48,37,28,38,34,24,16,8,71,46,5,46,35,3,25,11,263,105,120,112,31,129,134,52,11,57,2.86,29,45,40,0,2,2,0,0,0,0,0,0,0,2,0,0,10,0,0,1,11,0,2,27,48,59,125,215,13,16,3,4,72,43,28,1,3,14,12,6,0,0,0
66,Group H,26 June 2026,Uruguay,Spain,True,0,1,4-1-2-3,33.4,0,0.22,5,1,305,241,79,68,15,94,18,24,390,64,53,67,113.8,6.5,28,10,15,16,7,19,2,7,8,7,1,7,21,22,3,10,8,1.44,16.65,211,475,65,231,50,39,20,54,30,43,44,35,56,45,38,46,43,29,37,40,20,22,2,76,30,1,53,16,1,23,14,263,71,144,84,35,142,121,71,11,48,2.37,28,39,33,1,0,1,0,0,0,0,0,0,1,0,0,0,14,0,0,2,16,0,1,16,60,65,71,200,6,22,3,9,81,13,27,4,4,13,9,7,1,1,0
66,Group H,26 June 2026,Spain,Uruguay,False,1,0,4-1-2-3,66.6,1,1.12,6,1,637,570,89,134,10,89,15,37,215,35,49,65,111.2,5.1,40,20,14,8,2,10,1,4,6,4,0,5,17,17,6,19,12,1.66,12.93,75,150,30,134,55,42,17,54,31,44,47,34,57,40,37,48,40,28,39,39,27,17,12,95,57,6,59,33,6,36,24,408,159,124,177,107,223,185,61,9,33,6.05,18,35,35,3,3,6,0,0,0,0,0,0,3,3,0,0,14,0,0,5,19,0,6,10,49,84,176,296,11,27,7,3,61,48,48,8,7,15,48,10,0,2,1
67,Group L,27 June 2026,Panama,England,True,0,2,3-4-3,33.1,0,0.72,13,2,306,231,75,84,5,48,10,22,283,55,55,57,111.3,6.2,18,11,23,8,8,23,2,9,2,3,1,3,27,32,6,11,8,1.47,17.39,128,277,46,176,54,40,17,54,35,42,43,34,58,42,35,49,41,21,40,37,19,22,17,79,34,10,43,21,7,36,13,191,55,47,103,41,111,80,48,7,38,2.42,25,38,44,1,2,3,0,0,0,0,0,0,1,1,0,0,13,0,0,4,17,0,3,24,24,68,63,148,2,9,0,2,30,14,29,2,8,33,8,7,0,1,3
67,Group L,27 June 2026,England,Panama,False,2,0,4-2-3-1,66.9,2,1.61,17,6,562,500,89,114,30,177,29,25,228,46,44,72,115.2,7.6,40,12,23,21,2,11,1,5,12,5,0,5,7,7,8,23,16,1.74,8.71,93,195,39,136,52,38,20,56,28,45,43,32,59,40,37,49,42,29,39,33,21,15,4,50,92,3,25,48,1,25,44,481,190,241,189,51,314,167,45,8,26,5.58,23,40,41,5,1,6,0,1,1,0,0,0,5,1,0,0,16,0,1,4,20,0,7,14,129,144,187,353,35,55,6,0,122,74,28,2,2,7,15,5,0,2,0
68,Group L,27 June 2026,Croatia,Ghana,True,2,1,4-2-3-1,50.8,2,0.48,8,4,538,487,91,84,8,82,15,27,189,30,32,52,110.5,5.0,47,16,15,10,3,9,1,5,1,3,1,2,46,20,3,9,6,1.47,18.7,80,175,39,99,56,41,18,56,32,41,44,35,54,38,35,48,41,21,36,40,20,23,6,86,24,4,50,14,2,36,10,317,125,131,134,52,174,143,36,7,28,5.51,17,34,34,0,1,1,1,1,2,0,0,0,0,1,0,0,13,0,0,2,15,0,3,16,52,63,151,225,13,18,3,6,67,41,30,5,3,8,16,13,0,2,0
68,Group L,27 June 2026,Ghana,Croatia,False,1,2,4-1-2-3,49.2,1,0.75,6,1,466,411,88,50,5,60,11,27,271,36,40,47,106.4,5.0,54,13,13,6,1,9,1,4,7,5,0,5,34,19,3,9,7,1.67,22.44,144,263,31,179,50,38,20,59,30,42,49,33,57,40,37,48,39,26,36,37,24,19,2,24,50,2,16,31,0,8,19,257,71,134,110,13,143,114,45,8,30,5.0,10,33,22,2,0,2,0,0,0,0,0,0,2,0,0,0,9,0,0,1,10,0,2,10,25,53,135,195,13,23,1,1,81,47,13,3,5,6,2,0,0,0,0
69,Group J,27 June 2026,Algeria,Austria,True,3,3,4-2-3-1,60.7,3,1.54,12,5,775,723,93,96,7,137,4,26,218,30,39,47,105.2,4.3,57,15,12,15,2,6,1,4,5,5,0,4,28,17,7,13,9,1.61,16.78,100,169,37,134,54,38,24,58,31,45,46,33,57,38,37,49,38,24,38,35,20,19,8,67,46,2,39,17,6,28,29,292,106,150,128,14,165,127,25,4,16,11.52,19,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,10,0,0,16,65,62,162,237,12,28,4,3,88,55,28,2,6,4,5,2,0,0,0
69,Group J,27 June 2026,Austria,Algeria,False,3,3,4-2-3-1,39.2,3,1.06,10,3,405,355,88,70,10,93,13,10,305,40,24,56,113.3,4.6,43,12,16,15,3,13,2,4,2,2,1,1,33,41,2,6,4,1.45,28.58,151,309,46,189,51,38,19,52,31,43,40,33,58,37,35,46,37,24,34,34,20,20,5,54,35,4,31,17,1,23,18,196,75,76,85,35,117,79,29,3,32,4.13,20,24,17,2,0,2,0,1,1,0,0,0,2,0,0,0,3,0,0,1,4,0,3,10,33,54,68,141,2,16,1,2,46,29,17,1,5,4,15,3,0,0,0
70,Group J,27 June 2026,Jordan,Argentina,True,1,3,3-4-3,27.7,1,0.96,5,1,300,239,80,66,11,61,9,30,471,48,37,44,110.6,4.9,31,16,21,15,2,14,2,6,4,7,1,3,35,28,3,6,5,1.48,32.94,233,477,81,275,56,39,16,57,32,42,48,38,52,41,35,51,39,25,38,33,23,22,9,67,25,5,37,17,4,30,8,250,68,78,129,43,133,117,38,13,26,3.17,24,16,23,1,1,2,0,0,0,0,0,0,2,0,0,0,7,0,0,3,10,0,2,11,44,68,97,189,7,17,2,1,44,38,35,6,3,13,13,5,1,4,0
70,Group J,27 June 2026,Argentina,Jordan,False,3,1,4-1-2-3,72.3,3,2.52,13,4,824,762,92,130,8,144,10,25,184,39,42,48,105.9,4.7,45,25,16,11,1,6,1,5,8,5,1,5,14,19,4,14,13,1.76,9.99,73,148,27,112,51,38,19,51,31,42,41,34,55,40,34,47,38,27,37,34,26,20,4,90,61,0,43,41,4,47,20,528,242,197,269,62,308,220,34,8,31,8.66,22,16,38,0,4,4,0,2,2,0,0,0,3,1,0,0,12,2,1,0,12,1,6,19,87,131,292,418,31,53,6,14,71,121,51,3,10,19,25,9,4,1,0
71,Group K,27 June 2026,Colombia,Portugal,True,0,0,4-1-2-3,51.9,0,1.85,24,7,547,491,90,114,13,178,16,20,218,23,36,60,103.0,5.0,39,16,21,26,4,8,1,6,2,4,0,8,28,25,4,7,6,1.56,17.61,94,197,24,146,58,41,19,55,32,42,46,37,53,42,38,49,41,27,37,36,25,18,4,94,45,3,52,21,1,42,24,394,144,194,155,45,212,182,30,3,28,5.96,15,30,23,0,1,1,4,0,4,0,0,0,1,0,0,0,6,0,0,2,8,0,5,10,118,94,214,319,22,32,8,5,101,51,50,6,6,7,21,8,1,1,0
71,Group K,27 June 2026,Portugal,Colombia,False,0,0,4-2-3-1,48.1,0,0.97,13,2,456,421,92,99,12,121,14,32,303,29,37,38,104.0,4.8,39,17,14,19,2,7,1,4,3,3,0,7,22,29,1,8,7,1.58,26.33,144,255,39,181,55,42,17,58,31,43,46,35,55,42,39,46,41,31,37,36,29,17,4,89,30,1,35,17,3,54,13,281,99,141,112,28,154,127,36,8,19,4.33,22,31,26,1,0,1,0,0,0,1,0,1,1,0,0,0,12,1,0,3,15,0,2,9,86,66,122,222,22,27,7,3,64,33,29,1,7,13,10,4,1,0,1
72,Group K,27 June 2026,Congo DR,Uzbekistan,True,3,1,4-4-2,53.0,3,2.11,19,5,495,419,85,106,6,131,25,41,191,31,54,93,115.1,5.5,31,14,23,18,3,18,1,6,5,3,0,4,13,16,3,19,13,1.71,10.4,75,154,33,111,54,42,17,54,32,44,44,35,57,38,36,48,36,28,39,35,28,19,4,95,56,4,52,28,0,43,28,404,135,202,170,32,255,149,48,7,31,5.05,18,51,45,0,2,2,0,0,0,0,0,0,2,0,0,0,15,0,0,1,16,1,2,26,85,114,169,325,24,41,3,5,106,56,47,3,7,15,12,5,0,0,1
72,Group K,27 June 2026,Uzbekistan,Congo DR,False,1,3,3-4-3,47.0,1,0.16,3,1,378,283,75,80,5,90,15,16,342,62,54,74,115.8,5.6,22,10,16,16,8,19,1,10,4,4,1,3,18,31,5,18,12,1.58,13.59,132,266,46,222,51,38,20,55,32,42,45,37,54,41,39,47,42,27,37,37,25,19,10,106,25,5,72,14,5,34,11,230,73,108,86,36,134,96,57,12,51,2.37,25,50,36,2,2,4,0,0,0,0,0,0,0,4,0,0,6,0,1,3,9,0,4,23,58,61,63,178,7,34,2,3,54,17,31,1,5,6,10,7,0,1,0
100,Quarter-final,11 July 2026,Argentina,Switzerland,True,3,1,4-1-3-2,54.7,3,1.99,22,7,716,629,88,98,7,256,16,21,241,35,39,69,136.7,5.4,43,23,13,28,3,9,1,6,2,4,1,3,17,30,4,16,10,1.69,15.34,129,273,39,146,53,37,17,53,32,44,43,30,60,38,35,48,36,29,36,35,24,19,6,73,66,3,45,27,3,28,39,436,158,248,131,57,227,209,49,5,29,6.21,21,46,48,3,2,5,0,2,2,1,0,1,2,3,0,0,17,0,0,4,21,0,8,19,144,78,247,347,57,30,1,2,126,49,28,4,6,15,15,12,1,1,0
100,Quarter-final,11 July 2026,Switzerland,Argentina,False,1,3,4-2-3-1,45.3,1,0.44,11,5,476,404,85,99,8,130,22,34,367,47,43,76,138.0,5.5,39,12,15,16,5,16,2,5,7,3,0,5,12,41,4,9,6,1.56,19.42,182,358,52,232,48,35,21,54,31,46,47,30,59,39,33,51,39,23,39,30,15,17,4,94,47,1,52,24,3,42,23,277,104,134,107,36,151,126,42,9,30,4.12,23,45,35,2,0,2,0,0,0,0,0,0,0,2,0,0,13,0,0,4,17,0,2,16,83,68,144,224,29,30,3,4,58,55,20,1,7,2,13,2,0,0,0
101,Semi-final,14 July 2026,France,Spain,True,0,2,4-2-3-1,46.8,0,0.48,10,3,496,417,84,111,8,117,22,32,298,47,51,77,114.0,6.1,31,17,23,19,1,12,1,9,9,6,0,7,21,14,2,14,10,1.64,14.01,121,282,57,161,57,40,20,57,32,42,43,29,63,42,36,50,41,25,39,37,26,21,4,110,43,2,59,22,2,51,21,329,114,114,137,78,195,134,50,14,30,5.83,21,34,46,3,0,3,4,0,4,0,0,0,0,3,0,0,12,0,1,5,17,0,7,22,56,96,112,230,9,13,3,6,59,24,46,6,4,15,33,12,0,0,0
101,Semi-final,14 July 2026,Spain,France,False,2,0,4-1-2-3,53.2,2,2.21,10,2,517,439,85,98,9,75,8,24,309,54,54,68,115.0,5.9,27,18,18,10,5,14,1,5,8,6,1,7,24,20,5,12,10,1.43,11.23,143,269,47,180,52,38,17,53,31,40,44,35,53,42,36,47,41,27,38,36,20,16,6,98,34,2,66,23,4,32,11,438,152,119,236,83,275,163,49,10,43,3.82,30,35,32,0,1,1,0,0,0,0,0,0,0,1,0,0,10,0,0,4,14,1,1,16,54,102,179,329,3,29,5,2,64,63,80,7,11,20,26,16,1,1,1
102,Semi-final,15 July 2026,England,Argentina,True,1,2,4-2-3-1,35.2,1,0.46,5,2,353,293,83,74,13,87,15,25,320,40,32,54,107.7,4.9,37,12,15,13,6,17,1,7,6,3,1,5,16,42,4,9,7,1.29,17.56,150,303,62,173,57,40,17,56,29,47,46,33,58,40,34,49,39,26,41,32,16,17,7,71,33,7,42,19,0,29,14,300,112,119,119,62,172,128,30,10,24,3.47,18,40,38,0,1,1,0,0,0,0,0,0,0,1,0,0,14,0,0,4,18,0,1,19,44,59,114,206,9,25,5,2,64,39,20,0,7,10,15,6,0,4,0
102,Semi-final,15 July 2026,Argentina,England,False,2,1,4-4-2,64.7,2,1.47,15,5,610,549,90,115,8,230,20,26,188,39,39,55,106.6,5.4,46,20,14,30,1,9,1,6,5,2,0,6,15,25,5,17,11,1.59,13.45,79,158,37,115,56,40,18,54,30,45,45,28,62,40,38,47,40,28,38,37,23,19,6,71,64,3,34,29,3,37,35,430,177,191,140,99,221,209,48,7,32,6.11,15,39,38,1,2,3,0,3,3,0,0,0,2,1,0,0,11,0,0,1,12,0,6,20,120,80,207,297,37,24,3,3,87,47,26,2,3,8,40,13,3,0,1
103,Bronze final,18 July 2026,France,England,True,4,6,4-2-3-1,41.5,4,2.99,19,9,453,412,91,105,16,176,8,36,335,75,30,59,107.3,6.1,30,15,23,26,0,13,2,4,6,6,1,14,29,9,4,10,7,1.71,21.31,148,304,60,181,52,37,20,55,29,41,44,31,59,38,36,51,37,28,40,33,30,17,2,63,55,1,33,24,1,30,31,340,147,184,121,35,194,146,37,7,43,3.94,26,17,18,0,0,0,2,1,3,0,0,0,0,0,0,0,7,0,0,3,10,0,3,5,114,104,145,285,30,35,4,7,93,47,24,4,5,14,16,5,1,0,0
103,Bronze final,18 July 2026,England,France,False,6,4,4-1-2-3,58.5,6,2.34,19,11,535,479,90,116,17,66,13,33,223,44,32,62,107.7,5.8,37,15,22,10,3,10,2,3,3,3,1,3,23,29,7,13,10,1.76,21.58,87,140,42,133,53,39,16,55,31,39,40,44,47,42,36,49,41,24,39,35,20,16,13,102,29,10,60,20,3,42,9,353,143,84,163,106,233,120,39,6,39,4.77,26,17,27,3,1,4,0,0,0,0,0,0,4,0,0,0,13,0,0,3,16,1,4,6,42,93,158,273,3,13,5,1,58,59,45,7,1,21,40,16,3,1,0
104,Final,19 July 2026,Spain,Argentina,True,1,0,4-1-2-3,60.2,1,2.52,20,12,878,789,90,182,22,251,24,34,300,39,56,95,148.0,6.5,41,16,20,22,2,9,0,6,13,4,0,10,13,8,3,17,12,1.4,10.23,154,269,60,168,55,39,22,53,31,44,45,31,59,40,36,50,38,26,39,36,23,19,9,127,90,4,62,45,5,65,45,605,212,333,196,76,344,261,57,11,27,8.93,23,42,53,3,3,6,0,3,3,0,0,0,4,1,1,0,23,1,0,2,25,0,9,19,169,172,299,470,45,65,7,3,166,61,56,10,8,11,26,9,2,1,0
104,Final,19 July 2026,Argentina,Spain,False,0,1,4-4-2,39.9,0,0.07,2,0,476,375,79,87,5,52,9,22,445,57,54,69,142.0,6.3,28,18,16,5,8,17,1,8,4,3,1,3,25,33,2,9,8,1.43,22.34,223,474,75,265,53,38,16,53,32,41,43,32,57,42,36,47,41,29,37,36,24,18,16,97,35,12,67,24,4,30,11,312,128,78,132,102,166,146,55,10,36,3.15,30,44,51,0,3,3,0,0,0,0,1,1,2,0,1,0,21,0,0,4,25,0,4,22,31,79,116,223,2,17,3,1,46,46,30,1,8,12,37,14,1,5,0
73,Round of 32,28 June 2026,South Africa,Canada,True,0,1,4-2-3-1,55.8,0,0.16,6,1,575,486,85,97,13,60,5,25,221,43,42,80,108.2,6.5,47,12,16,6,5,9,0,4,2,4,1,3,21,16,5,21,15,1.54,14.06,81,193,31,125,58,39,20,53,33,38,46,39,52,39,36,47,39,27,36,35,24,19,3,122,25,1,69,19,2,53,6,304,99,104,142,58,199,105,53,13,31,4.6,30,44,33,0,1,1,0,0,0,0,0,0,0,1,0,0,15,0,0,0,15,0,1,17,41,77,136,236,7,14,0,4,72,33,46,3,5,23,20,8,0,0,1
73,Round of 32,28 June 2026,Canada,South Africa,False,1,0,4-4-2,44.1,1,1.33,12,7,390,314,81,80,7,112,14,29,344,62,49,82,117.0,7.9,24,10,19,15,2,21,3,7,7,4,0,9,40,6,5,9,9,1.42,20.95,162,281,39,221,49,38,21,50,30,45,40,33,57,40,34,49,40,27,42,34,22,18,0,69,47,0,39,28,0,30,19,253,108,123,108,22,140,113,53,6,42,3.62,25,45,36,2,2,4,0,0,0,0,0,0,2,2,0,0,10,0,0,1,11,0,4,21,46,76,67,193,6,29,1,6,66,38,24,4,3,7,8,1,0,0,0
