match_id,round,date,team,opponent,is_home,team_score,opponent_score,formation,possession_pct,goals,xg,shots,shots_on_target,passes,passes_completed,pass_completion_pct,completed_line_breaks,defensive_line_breaks,receptions_final_third,crosses,ball_progressions,def_pressures,def_pressures_direct,forced_turnovers,second_balls,total_distance_km,zone4_low_speed_sprint_km,phase_build_up_unopposed_pct,phase_build_up_opposed_pct,phase_progression_pct,phase_final_third_pct,phase_long_ball_pct,phase_attacking_transition_pct,phase_counter_attack_pct,phase_set_piece_pct,phase_high_press_pct,phase_mid_press_pct,phase_low_press_pct,phase_high_block_pct,phase_mid_block_pct,phase_low_block_pct,phase_recovery_pct,phase_defensive_transition_pct,phase_counter_press_pct,avg_pressure_duration_s,ball_recovery_time_s,pushing_on_into_pressing,pushing_on,pressing_direction_inside,pressing_direction_outside,ip_build_up_low_team_width_m,ip_build_up_low_team_length_m,ip_build_up_low_line_height_m,ip_build_up_mid_team_width_m,ip_build_up_mid_team_length_m,ip_build_up_mid_line_height_m,ip_final_third_phase_team_width_m,ip_final_third_phase_team_length_m,ip_final_third_phase_line_height_m,oop_high_block_press_team_width_m,oop_high_block_press_team_length_m,oop_high_block_press_line_height_m,oop_mid_block_team_width_m,oop_mid_block_team_length_m,oop_mid_block_line_height_m,oop_low_block_team_width_m,oop_low_block_team_length_m,oop_low_block_line_height_m,lb_4u_attempted,lb_3u_attempted,lb_2u_attempted,lb_4u_inside_shape,lb_3u_inside_shape,lb_2u_inside_shape,lb_4u_outside_shape,lb_3u_outside_shape,lb_2u_outside_shape,offers_made_total,offers_received_total,offers_made_final_third,offers_made_middle_third,offers_made_defensive_third,offers_made_inside_shape,offers_made_outside_shape,possession_regained_total,interceptions_total,tackles_total,possession_actions_per_defensive_action,blocks_total,possession_contests_total,total_set_plays,corner_direct_to_area_left,corner_direct_to_area_right,corner_direct_to_area_total,corner_short_left,corner_short_right,corner_short_total,corner_edge_box_left,corner_edge_box_right,corner_edge_box_total,corner_inswing,corner_outswing,corner_driven,corner_lofted,freekick_direct,freekick_direct_on_target,freekick_direct_off_target,freekick_indirect,total_free_kicks,total_penalties,total_corners,total_throw_ins,movement_final_third_phase_total,movement_progression_phase_total,movement_build_up_phase_total,movement_all_types_total,movement_final_third_in_front,movement_final_third_in_between,movement_final_third_out_to_in,movement_final_third_in_to_out,movement_final_third_in_behind,movement_middle_third_in_front,movement_middle_third_in_between,movement_middle_third_out_to_in,movement_middle_third_in_to_out,movement_middle_third_in_behind,movement_defensive_third_in_front,movement_defensive_third_in_between,movement_defensive_third_out_to_in,movement_defensive_third_in_to_out,movement_defensive_third_in_behind
16,Group G,15 June 2026,Belgium,Egypt,True,1,1,4-2-3-1,45.5,1,1.07,15,4,476,415,87,106,14,181,15,36,227,44,41,70,113.3,6.3,36,14,18,21,3,15,1,7,5,3,1,7,20,15,8,16,11,1.54,12.36,96,214,36,129,52,37,21,52,28,47,41,29,63,39,35,50,40,26,40,34,24,16,4,80,59,2,52,28,2,28,31,358,109,222,122,14,203,155,49,9,28,4.15,29,40,46,0,1,1,0,1,1,0,0,0,0,1,0,0,15,0,1,1,16,0,2,28,106,101,154,303,28,43,5,5,116,49,30,5,5,7,7,2,0,1,0
16,Group G,15 June 2026,Egypt,Belgium,False,1,1,4-2-3-1,54.5,1,0.73,14,3,411,339,82,78,11,96,17,22,258,68,52,66,111.3,6.2,31,8,18,15,5,16,2,9,2,2,1,2,19,37,3,15,9,1.39,18.55,106,244,33,140,56,39,18,56,33,41,42,36,55,39,38,49,40,22,38,35,19,19,8,78,37,3,50,20,5,28,17,285,102,113,135,37,137,148,50,8,59,3.03,26,41,41,0,3,3,3,1,4,0,0,0,2,1,0,0,15,0,0,0,15,0,7,19,65,73,71,206,7,19,8,4,61,22,29,7,6,23,15,3,0,1,1
17,Group I,16 June 2026,France,Senegal,True,3,1,4-2-3-1,49.4,3,1.62,11,8,584,516,88,118,11,99,9,37,277,49,54,67,120.2,7.0,41,15,19,12,2,11,2,4,5,4,1,9,30,13,4,11,8,1.7,16.75,135,248,56,142,57,38,20,57,29,44,46,29,59,38,37,49,38,27,38,35,25,19,8,100,48,7,44,22,1,56,26,373,161,140,171,62,212,161,42,10,30,6.56,16,28,27,0,3,3,3,0,3,0,0,0,3,0,0,0,9,0,0,3,12,0,6,9,53,90,150,255,6,24,2,1,86,55,26,2,9,14,25,4,1,0,0
17,Group I,16 June 2026,Senegal,France,False,1,3,4-3-3,50.7,1,0.39,6,2,521,453,87,101,11,78,11,28,308,44,39,64,116.7,6.2,38,16,17,11,3,11,2,4,5,3,0,8,31,17,5,11,8,1.42,19.16,135,320,51,186,56,37,19,55,32,40,46,34,55,41,35,48,40,23,37,36,18,19,8,92,43,3,52,24,5,40,19,350,124,103,187,60,221,129,46,11,30,4.87,20,28,31,2,1,3,0,1,1,0,0,0,2,1,0,0,5,0,0,1,6,0,4,21,40,100,172,293,8,23,1,2,58,60,67,5,6,25,26,10,1,1,0
18,Group I,16 June 2026,Iraq,Norway,True,1,4,4-4-2,34.7,1,1.2,11,1,347,286,82,70,11,72,9,24,288,64,42,52,111.7,5.6,32,14,13,9,7,22,3,6,6,7,0,7,34,16,4,7,6,1.64,22.84,153,271,50,165,56,41,16,55,35,38,40,39,54,39,34,47,38,24,38,34,19,18,13,70,26,8,40,21,5,30,5,310,91,130,128,52,155,155,44,7,39,2.84,17,53,29,1,1,2,0,0,0,0,0,0,2,0,0,0,13,0,0,0,13,0,2,14,42,68,145,240,9,25,1,2,85,29,37,5,11,12,15,6,2,1,0
18,Group I,16 June 2026,Norway,Iraq,False,4,1,4-1-2-3,65.3,4,2.41,11,5,548,493,90,116,16,101,17,34,173,34,31,52,116.3,5.3,43,18,19,11,3,7,1,7,12,3,1,6,19,11,6,22,13,1.56,13.7,79,183,27,92,55,38,21,52,31,40,42,31,61,37,36,49,37,26,37,32,29,16,9,95,45,3,47,23,6,48,22,355,140,99,193,63,191,164,35,10,32,5.61,11,53,40,3,1,4,1,0,1,0,0,0,4,0,0,0,12,0,0,1,13,0,5,22,40,72,138,230,3,23,4,5,58,56,38,3,9,10,12,7,1,1,0
19,Group J,16 June 2026,Argentina,Algeria,True,3,0,4-3-3,44.6,3,1.58,10,6,578,517,89,102,8,68,5,18,288,57,46,50,108.4,4.4,44,19,13,7,2,12,2,3,1,2,1,3,39,33,0,8,8,1.4,18.45,131,341,39,176,56,38,20,56,30,42,43,34,54,42,37,49,41,27,37,37,21,18,6,88,37,4,56,26,2,32,11,421,166,94,242,85,221,200,44,15,46,4.56,17,19,22,1,0,1,1,0,1,0,0,0,0,1,0,0,7,0,0,1,8,0,2,12,44,91,186,293,7,21,3,2,50,69,51,6,8,30,31,12,0,1,2
19,Group J,16 June 2026,Algeria,Argentina,False,0,3,4-3-3,55.4,0,0.41,7,1,634,578,91,115,7,160,8,40,332,37,40,59,109.3,5.2,49,18,14,16,0,8,0,5,7,6,0,7,32,11,5,12,8,1.7,20.18,145,334,78,175,58,37,24,57,29,45,47,29,61,41,35,50,38,22,38,36,20,21,5,94,36,2,47,19,3,47,17,472,172,222,200,50,238,234,31,9,30,8.12,14,19,37,1,0,1,0,1,1,0,0,0,1,0,0,0,13,0,0,3,16,0,2,19,77,80,251,342,31,42,9,10,91,66,49,6,13,5,8,8,1,3,0
20,Group J,16 June 2026,Austria,Jordan,True,3,1,4-2-3-1,53.3,3,1.93,10,4,587,499,85,112,14,132,17,35,206,44,54,83,120.4,6.7,37,15,17,14,3,13,1,5,8,3,1,3,14,13,7,25,16,1.49,11.84,93,192,20,148,49,40,22,48,32,43,38,36,55,38,38,47,38,29,36,32,25,12,4,97,54,3,54,31,1,43,23,468,180,175,243,50,265,203,55,13,39,4.25,29,50,33,3,0,3,1,0,1,0,0,0,3,0,0,0,6,0,0,1,7,1,4,21,82,108,197,357,15,48,4,4,72,102,53,4,6,26,10,11,0,0,2
20,Group J,16 June 2026,Jordan,Austria,False,1,3,3-4-3,46.6,1,0.53,11,4,344,254,74,63,4,91,15,23,322,42,55,85,119.2,6.7,21,9,19,19,7,25,3,10,4,4,0,3,22,24,6,13,10,1.84,17.53,164,381,57,203,59,41,20,56,36,40,42,36,54,39,38,46,38,28,36,34,25,20,12,77,24,5,53,10,7,24,14,295,89,159,94,42,120,175,46,4,30,2.68,36,50,37,1,0,1,2,0,2,0,0,0,0,0,0,0,12,0,0,3,15,0,3,19,83,69,70,201,14,31,8,4,77,16,25,2,4,9,9,2,0,0,0
21,Group L,17 June 2026,Ghana,Panama,True,1,0,4-1-2-3,35.6,1,0.98,7,2,362,304,84,70,12,66,17,36,294,60,49,70,119.0,6.2,35,9,14,11,7,18,2,7,5,3,1,4,36,17,3,10,8,1.52,22.37,117,231,37,189,52,36,21,56,32,42,46,36,55,39,35,47,39,27,38,35,26,18,1,62,45,0,38,27,1,24,18,226,81,80,115,31,114,112,51,9,31,3.35,20,43,35,1,1,2,0,0,0,0,0,0,1,1,0,0,11,0,0,1,12,0,2,21,28,37,87,164,12,7,0,3,49,36,7,1,7,28,13,1,0,0,0
21,Group L,17 June 2026,Panama,Ghana,False,0,1,3-4-3,64.4,0,0.77,11,4,597,526,88,105,8,114,21,22,201,62,48,75,117.3,5.7,46,11,17,13,3,10,1,5,2,4,1,4,23,22,5,18,13,1.83,12.16,80,193,26,104,59,40,20,58,34,38,45,35,57,43,35,51,43,21,41,39,20,22,3,129,24,1,65,13,2,64,11,424,148,150,199,75,187,237,52,10,53,4.75,14,45,38,1,0,1,0,1,1,0,0,0,0,0,0,1,9,0,0,4,13,0,2,23,66,106,169,279,10,29,1,5,82,52,53,6,11,5,17,8,0,0,0
22,Group L,17 June 2026,England,Croatia,True,4,2,4-2-3-1,49.0,4,3.33,22,11,482,421,87,82,11,78,15,23,262,38,36,63,117.0,6.6,38,19,16,10,4,12,3,6,10,5,0,5,16,21,4,13,11,1.61,18.03,137,269,71,141,55,38,18,54,30,40,39,31,60,39,35,50,39,23,39,36,17,19,8,68,40,5,37,19,3,31,21,399,132,113,189,97,227,172,49,6,20,6.18,21,47,36,2,5,7,0,1,1,0,0,0,0,5,0,2,11,0,0,1,12,1,8,15,41,80,184,291,6,15,3,2,71,52,46,10,5,20,40,16,2,3,0
22,Group L,17 June 2026,Croatia,England,False,2,4,3-4-3,51.0,2,0.82,10,5,459,399,87,85,8,89,12,20,295,50,35,48,113.7,6.4,34,18,16,15,6,13,1,6,13,5,0,10,25,9,6,12,8,1.51,17.07,156,285,45,182,56,37,19,55,30,43,47,28,61,43,36,49,42,23,39,35,17,18,5,61,59,3,41,36,2,20,23,280,85,105,130,45,148,132,37,11,28,4.32,17,43,30,1,1,2,0,0,0,0,0,0,2,0,0,0,10,0,0,0,10,0,2,18,55,72,131,215,6,13,0,3,67,39,38,1,10,11,16,8,1,1,1
23,Group K,17 June 2026,Portugal,Congo DR,True,1,1,4-2-3-1,68.9,1,0.57,7,1,804,740,92,146,18,222,23,27,183,24,29,70,109.8,5.7,44,21,20,24,1,7,0,4,4,7,0,4,14,13,7,18,11,1.62,11.03,74,182,42,98,56,41,19,58,30,43,48,31,59,41,35,51,39,31,37,34,29,18,7,94,80,3,29,26,4,65,54,491,177,229,210,52,261,230,29,9,25,9.81,9,23,33,0,4,4,1,0,1,0,0,0,1,1,1,1,10,0,0,2,12,0,5,16,164,117,244,380,22,44,3,7,128,78,34,2,9,26,18,6,0,3,0
23,Group K,17 June 2026,Congo DR,Portugal,False,1,1,5-3-2,31.1,1,0.54,8,2,268,214,80,60,4,62,10,24,407,41,42,46,112.4,6.0,18,12,18,14,7,18,4,9,4,2,1,4,32,37,4,7,5,1.67,33.49,183,348,59,292,56,38,19,52,31,41,43,35,54,44,35,49,41,24,39,35,24,20,10,60,30,9,40,18,1,20,12,253,84,103,119,31,131,122,34,5,33,2.66,20,23,31,1,1,2,0,2,2,0,0,0,0,2,0,0,9,0,0,3,12,0,4,15,53,69,94,212,5,35,2,1,49,40,32,0,10,18,12,6,1,1,0
24,Group K,17 June 2026,Uzbekistan,Colombia,True,1,3,3-4-3,33.9,1,1.11,8,2,334,267,80,70,6,64,11,20,264,36,32,40,112.0,4.5,37,11,17,9,4,14,1,8,4,4,0,2,26,34,3,8,6,1.6,17.99,120,264,53,151,58,40,22,57,32,39,49,34,56,42,37,45,41,25,39,37,22,23,5,78,25,4,49,15,1,29,10,289,93,103,136,50,173,116,42,6,28,2.89,15,31,41,1,2,3,0,0,0,0,0,0,2,1,0,0,11,0,0,3,14,0,3,24,40,71,127,223,11,28,2,2,50,39,50,0,8,7,12,12,1,1,0
24,Group K,17 June 2026,Colombia,Uzbekistan,False,3,1,4-1-2-3,66.1,3,1.16,15,4,534,469,88,72,3,110,18,23,160,32,31,60,108.7,4.7,44,19,15,13,5,8,1,6,4,4,0,3,29,18,3,14,6,1.35,12.6,66,158,31,91,55,40,20,56,30,43,45,34,56,38,37,49,38,27,38,35,23,19,3,50,57,3,32,37,0,18,20,461,158,194,225,42,207,254,30,5,22,5.97,17,32,44,2,2,4,0,0,0,0,0,0,4,0,0,0,14,0,0,0,14,0,4,26,83,109,236,347,32,47,4,3,72,107,24,6,6,30,11,4,0,0,1
25,Group A,18 June 2026,Czechia,South Africa,True,1,1,3-5-2,32.4,1,1.36,14,3,352,279,79,87,6,73,15,22,343,40,41,64,119.6,6.6,20,12,17,12,5,22,1,8,4,3,0,10,17,28,5,8,6,1.61,20.66,178,396,47,200,54,41,16,54,32,41,42,36,54,43,37,46,42,30,37,35,23,20,20,77,32,11,53,17,9,24,15,261,81,105,117,39,132,129,46,10,27,3.39,28,37,34,1,4,5,0,0,0,0,0,0,0,5,0,0,10,0,1,3,13,0,5,16,42,76,90,204,5,21,1,2,61,27,46,3,4,6,23,2,0,3,0
25,Group A,18 June 2026,South Africa,Czechia,False,1,1,4-3-3,67.7,1,1.34,17,4,584,518,89,114,8,126,16,20,233,41,44,66,112.0,5.9,47,17,16,16,4,8,1,6,7,3,0,7,13,10,5,22,17,1.45,12.29,93,209,44,117,57,43,18,53,34,43,42,33,59,41,38,48,39,28,36,33,26,16,13,88,55,6,53,31,7,35,24,472,161,214,188,70,246,226,37,13,36,5.27,17,39,34,0,0,0,1,1,2,0,3,3,0,0,0,0,11,0,0,2,13,1,5,15,100,108,234,353,26,35,5,2,121,67,31,8,8,13,28,6,1,2,0
26,Group B,18 June 2026,Switzerland,Bosnia and Herzegovina,True,4,1,4-3-3,57.8,4,1.85,13,7,601,531,88,115,18,166,24,24,234,40,46,70,114.9,5.8,39,19,20,21,3,9,1,7,10,4,1,7,21,10,6,16,11,1.55,12.87,103,211,35,128,54,39,19,51,30,46,43,30,61,39,36,50,39,29,37,34,24,15,10,94,52,6,51,25,4,43,27,464,152,214,171,79,271,193,34,6,31,6.62,15,33,47,5,0,5,1,1,2,0,0,0,5,0,0,0,17,1,0,1,18,1,7,21,118,136,228,369,23,43,2,5,118,56,38,8,7,20,35,13,1,0,0
26,Group B,18 June 2026,Bosnia and Herzegovina,Switzerland,False,1,4,4-4-2,42.2,1,0.3,5,3,359,289,81,69,6,61,14,24,339,48,42,62,113.1,5.6,32,14,15,11,6,16,2,6,7,5,0,5,14,29,4,9,7,1.42,18.4,154,342,54,200,53,36,20,54,33,40,42,33,59,42,36,48,40,27,38,35,22,17,7,74,33,6,46,20,1,28,13,205,84,72,79,54,96,109,46,9,22,3.27,25,37,21,2,1,3,0,0,0,0,0,0,1,1,0,0,7,0,0,3,10,0,3,8,27,58,70,145,4,10,1,1,41,22,22,0,2,6,27,6,2,1,0
27,Group B,18 June 2026,Canada,Qatar,True,6,0,4-4-2,65.8,6,3.9,33,11,575,535,93,131,23,416,61,16,107,27,31,89,111.2,5.7,39,12,23,53,0,9,1,12,8,3,0,6,18,1,4,22,15,1.36,8.44,50,94,27,55,50,37,22,50,28,50,40,21,71,38,32,51,34,24,41,37,24,24,0,9,142,0,2,42,0,7,100,502,184,413,71,18,192,310,26,4,16,12.23,11,28,53,7,4,11,2,5,7,1,0,1,7,4,0,0,10,1,1,1,11,0,19,23,221,142,158,305,56,44,4,8,150,24,5,2,1,3,7,0,0,1,0
27,Group B,18 June 2026,Qatar,Canada,False,0,6,4-3-3,34.2,0,0.2,2,0,166,107,64,23,3,11,2,7,274,43,23,34,90.8,3.7,22,11,8,1,13,22,1,6,0,0,1,0,6,56,5,9,7,1.39,21.02,121,207,42,176,49,33,14,51,31,40,42,38,46,36,32,46,37,21,37,28,13,15,2,45,16,2,34,12,0,11,4,94,26,16,58,20,30,64,38,4,29,0.92,35,30,20,1,0,1,0,0,0,0,0,0,1,0,0,0,9,0,1,1,10,0,1,9,5,22,22,60,2,1,0,2,9,10,10,2,0,14,5,4,0,0,1
28,Group A,18 June 2026,Mexico,Korea Republic,True,1,0,4-1-2-3,40.8,1,0.34,8,4,432,360,83,76,4,56,5,18,265,39,46,69,116.5,5.3,39,16,17,6,6,14,1,5,4,5,0,4,30,22,4,9,6,1.66,14.39,137,358,37,157,53,39,19,53,32,39,45,33,56,43,36,48,42,27,38,37,24,22,5,93,25,4,61,19,1,32,6,456,140,128,241,87,242,214,38,7,20,4.42,20,41,30,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,13,0,0,17,41,106,202,330,5,26,1,1,83,55,79,11,13,23,22,10,0,1,0
28,Group A,18 June 2026,Korea Republic,Mexico,False,0,1,3-4-3,59.1,0,0.87,9,2,593,510,86,75,9,84,8,16,217,37,48,62,112.1,5.3,48,15,13,9,5,9,0,5,11,5,0,6,29,8,2,14,9,1.46,17.59,115,270,33,108,54,38,21,56,32,43,47,35,54,44,35,49,42,25,39,39,22,22,5,78,41,5,49,24,0,29,17,381,161,111,198,72,210,171,44,8,28,6.66,11,44,39,2,0,2,0,0,0,0,0,0,0,2,0,0,9,0,0,3,12,0,2,25,40,64,205,278,12,19,2,3,60,86,34,0,9,19,28,5,0,1,0
29,Group C,19 June 2026,Brazil,Haiti,True,3,0,4-3-3,49.0,3,1.42,7,4,551,484,88,105,13,84,11,21,195,32,39,50,113.6,5.9,39,14,21,11,3,12,2,5,3,3,1,6,22,29,5,10,7,1.75,16.92,74,148,39,107,57,39,18,57,31,41,43,38,53,42,37,49,40,27,39,34,23,19,6,95,33,5,52,15,1,43,18,437,146,150,224,63,262,175,46,9,32,4.97,23,35,42,1,3,4,0,0,0,0,0,0,3,1,0,0,14,0,0,4,18,0,4,20,71,146,171,350,13,29,8,5,84,61,70,5,10,29,23,10,2,0,1
29,Group C,19 June 2026,Haiti,Brazil,False,0,3,5-4-1,51.0,0,0.26,7,3,402,338,84,84,10,88,13,29,294,58,34,63,112.8,6.1,42,12,17,14,5,10,2,7,6,6,1,7,32,15,4,12,8,1.58,18.9,160,368,45,174,56,37,20,58,32,42,47,33,56,42,35,50,43,25,40,39,23,21,4,89,31,2,49,22,2,40,9,402,135,158,200,44,219,183,39,5,37,3.81,22,36,39,3,0,3,1,0,1,0,0,0,3,0,0,0,13,0,0,8,21,0,4,14,65,86,178,283,17,33,4,5,75,49,48,2,9,24,12,3,0,1,1
30,Group C,19 June 2026,Scotland,Morocco,True,0,1,4-4-2,39.1,0,0.74,6,0,460,403,88,87,5,77,13,26,304,36,39,49,117.8,5.9,43,17,15,10,4,11,1,3,6,4,1,5,36,15,4,9,5,1.63,25.46,149,308,41,172,51,38,20,55,33,40,46,36,55,43,37,49,42,24,39,37,19,21,7,76,33,5,45,22,2,31,11,354,133,91,176,87,190,164,46,11,31,3.96,17,29,19,1,1,2,0,0,0,0,0,0,2,0,0,0,8,0,0,0,8,0,2,9,33,72,164,245,4,26,1,2,47,54,46,6,6,12,29,9,0,3,0
30,Group C,19 June 2026,Morocco,Scotland,False,1,0,4-2-3-1,60.9,1,0.8,12,2,676,612,91,83,8,99,13,32,260,56,40,61,115.4,6.4,48,17,12,10,3,9,2,4,7,4,1,7,28,12,4,11,9,1.62,17.19,120,234,45,147,57,39,19,57,32,40,41,38,52,40,38,46,41,27,37,38,21,18,3,75,50,1,45,28,2,30,22,460,209,138,243,79,260,200,45,4,27,8.09,21,32,35,0,3,3,2,0,2,0,0,0,0,3,0,0,10,0,0,1,11,0,5,19,76,78,203,312,17,29,1,4,72,104,27,3,10,23,16,3,1,1,1
31,Group D,19 June 2026,Türkiye,Paraguay,True,0,1,4-2-3-1,67.7,0,2.13,32,5,666,594,89,153,17,319,45,43,101,36,41,92,123.3,5.4,39,15,20,32,1,11,1,9,2,1,0,2,7,2,8,35,20,1.68,7.09,24,50,20,58,51,37,23,52,30,48,43,25,66,35,37,49,35,36,36,31,34,16,1,75,119,1,27,42,0,48,77,467,174,312,116,39,222,245,52,9,32,7.21,13,61,64,7,4,11,0,1,1,0,0,0,7,4,0,0,15,0,0,3,18,0,12,34,189,127,209,357,52,44,5,14,149,54,9,2,2,10,11,5,0,0,0
31,Group D,19 June 2026,Paraguay,Türkiye,False,1,0,4-2-3-1,32.3,1,0.36,7,2,171,92,54,45,3,40,9,17,367,69,50,61,117.0,6.3,11,4,7,9,16,35,3,11,1,1,1,1,12,46,6,11,8,1.57,18.41,166,324,40,251,36,30,27,48,35,38,36,39,51,36,38,51,37,24,37,32,18,15,8,47,35,4,35,32,4,12,3,97,24,47,35,15,39,58,53,9,44,0.97,33,62,34,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,16,0,0,18,20,14,10,74,6,8,0,3,21,5,13,1,3,7,2,3,0,2,0
32,Group D,19 June 2026,USA,Australia,True,2,0,3-5-2,56.0,2,1.58,10,2,531,465,88,95,17,126,15,33,167,50,39,65,111.1,5.5,41,15,15,16,4,12,1,7,6,5,1,5,6,16,6,29,19,1.34,10.52,77,172,22,102,55,38,20,55,30,45,42,33,58,39,36,52,37,29,38,30,22,15,6,79,51,3,42,28,3,37,23,347,127,160,149,38,180,167,51,5,37,4.17,25,61,41,3,2,5,1,1,2,0,0,0,3,2,0,0,16,0,0,0,16,0,7,18,67,76,154,264,35,25,2,3,75,58,29,2,3,13,11,4,2,2,0
32,Group D,19 June 2026,Australia,USA,False,0,2,5-4-1,44.0,0,0.31,5,2,308,238,77,71,11,89,20,31,262,40,40,70,112.8,6.2,15,12,16,18,5,29,2,11,6,3,1,3,24,28,5,12,10,1.56,15.89,132,249,32,152,45,36,15,52,32,42,41,32,60,40,36,48,40,22,38,37,19,20,13,66,37,7,37,26,6,29,11,158,56,78,54,26,90,68,49,10,38,2.48,21,59,39,2,2,4,0,0,0,0,0,0,1,1,0,2,12,0,0,1,13,0,4,22,39,40,47,125,3,16,3,3,43,14,12,3,3,8,15,1,0,1,0
33,Group E,20 June 2026,Germany,Côte d'Ivoire,True,2,1,4-2-3-1,49.5,2,2.47,16,7,634,578,91,133,13,215,20,28,293,59,47,69,125.8,7.6,32,17,23,23,1,11,1,5,9,5,1,6,18,15,9,16,11,1.7,13.7,106,233,46,158,49,38,20,48,29,46,41,28,62,40,37,48,42,25,36,37,21,19,6,103,50,4,48,27,2,55,23,328,149,177,127,24,186,142,54,12,49,4.45,23,34,34,4,0,4,2,2,4,0,0,0,4,0,0,0,7,0,0,1,8,0,8,18,103,105,144,252,23,35,4,4,79,46,35,1,3,11,10,1,0,0,0
33,Group E,20 June 2026,Côte d'Ivoire,Germany,False,1,2,4-1-2-3,50.5,1,1.27,9,2,449,387,86,92,9,92,12,50,316,57,43,60,113.1,5.3,34,17,12,15,5,16,3,4,2,4,1,4,21,33,5,11,9,1.46,19.38,165,276,53,161,52,38,18,58,32,42,45,38,52,38,37,50,38,25,36,33,21,17,8,91,31,3,51,13,5,40,18,263,96,109,117,37,118,145,57,8,41,3.28,32,33,32,1,2,3,0,0,0,0,0,0,3,0,0,0,5,0,0,0,5,0,3,24,71,46,102,192,17,14,3,7,48,35,21,6,6,16,9,5,2,1,2
34,Group E,20 June 2026,Ecuador,Curaçao,True,0,0,3-5-2,65.8,0,2.76,27,15,663,601,91,125,19,238,33,41,155,49,43,92,103.7,5.4,41,15,19,24,1,10,1,4,4,6,0,5,3,3,7,28,18,1.71,8.17,52,143,22,69,51,39,20,55,31,45,46,32,59,40,40,51,40,32,41,35,25,13,9,80,73,7,36,44,2,44,29,474,186,263,191,20,278,196,61,11,36,6.72,10,56,39,3,5,8,1,0,1,0,0,0,8,0,0,0,10,0,0,2,12,0,9,18,147,129,217,365,43,70,7,12,94,78,29,3,3,15,9,2,0,0,0
34,Group E,20 June 2026,Curaçao,Ecuador,False,0,0,5-3-2,34.2,0,0.63,10,3,237,167,70,59,1,50,1,31,345,50,35,60,106.1,5.2,17,8,11,9,11,28,5,7,1,4,0,1,20,45,4,10,7,1.55,20.39,154,347,52,209,42,38,14,49,34,36,36,36,54,37,39,50,42,23,37,38,26,18,8,72,28,5,58,23,3,14,5,153,52,61,67,25,77,76,56,13,28,1.76,25,56,23,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,8,0,0,15,31,37,26,118,4,15,0,4,32,7,28,5,2,8,4,6,0,2,1
35,Group F,20 June 2026,Netherlands,Sweden,True,5,1,4-3-3,48.2,5,2.25,10,7,447,398,89,96,14,97,19,25,232,38,47,54,108.4,5.5,39,15,18,14,3,9,1,5,7,3,1,7,19,16,7,14,8,1.52,14.95,105,228,38,121,52,39,20,53,31,44,44,31,58,40,38,47,39,25,37,33,22,17,8,80,36,7,47,16,1,33,20,314,104,175,100,39,185,129,41,9,29,4.26,19,49,30,2,0,2,0,0,0,0,0,0,1,1,0,0,12,0,0,3,15,0,2,13,89,101,132,259,13,28,4,3,108,30,24,1,4,11,23,8,1,1,0
35,Group F,20 June 2026,Sweden,Netherlands,False,1,5,3-5-2,51.8,1,1.3,16,8,438,377,86,100,12,118,23,20,228,38,37,53,110.1,5.7,34,10,23,17,4,14,1,7,3,3,0,6,29,24,4,9,8,1.72,19.18,107,183,42,123,56,41,17,56,30,42,40,34,57,40,38,47,38,25,37,35,22,20,11,83,50,7,59,30,4,24,20,333,106,141,129,63,211,122,50,7,24,5.23,16,49,39,1,3,4,0,1,1,0,0,0,2,2,0,0,9,1,0,3,12,0,5,22,74,110,124,262,7,30,0,3,78,27,58,8,5,7,30,7,1,0,1
36,Group F,20 June 2026,Tunisia,Japan,True,0,4,5-3-2,36.4,0,0.02,2,0,376,305,81,58,6,55,9,13,233,35,34,45,112.4,5.5,41,11,13,8,6,14,1,10,2,3,1,4,34,29,4,9,6,1.38,22.13,130,308,36,146,59,38,21,59,31,43,48,33,58,44,35,48,45,22,38,41,19,23,2,69,33,1,50,24,1,19,9,320,95,103,174,43,191,129,37,6,32,3.25,21,40,48,0,2,2,0,1,1,0,0,0,0,2,0,0,15,0,0,1,16,0,3,29,34,72,123,243,11,28,2,4,40,47,39,7,8,30,15,7,1,2,2
36,Group F,20 June 2026,Japan,Tunisia,False,4,0,3-4-3,63.6,4,1.36,10,4,593,535,90,85,10,119,12,17,219,50,35,52,112.2,5.3,53,10,16,11,1,9,1,4,4,5,1,3,25,22,6,14,10,1.56,13.74,98,210,23,132,58,37,20,60,29,44,48,34,55,46,34,49,45,25,38,40,20,22,2,58,53,2,34,22,0,24,31,510,188,213,248,49,287,223,42,9,28,6.58,17,41,37,1,3,4,0,1,1,0,0,0,1,3,0,0,8,0,0,1,9,0,5,23,84,133,238,366,24,58,7,8,85,96,34,1,5,27,13,4,0,1,3
